1000000000,64,16,4,1,uniform,radix,bin,1,yes,yes,0.216639465,1.842527973,0.174416968,0.000031431,2.422268738,3.262909096,0.044384982,6.013625968
1000000000,64,16,4,1,skewed,radix,bin,1,yes,yes,0.314145632,1.820936322,0.237107138,0.000124482,1.628467579,1.720611588,0.062742011,4.561576549
1000000000,64,16,4,1,few-unique,radix,bin,1,yes,yes,0.210087098,1.867153054,0.242098280,0.000129633,1.585891228,1.603754987,0.087327972,4.416352756
1000000000,64,16,4,1,uniform,radix,bin,1,yes,yes,0.223882783,1.684104755,0.248332981,0.000130152,2.554294506,3.288053756,0.048471749,6.134030317
1000000000,64,16,4,1,skewed,radix,bin,1,yes,yes,0.313950559,1.760054120,0.209647281,0.000125812,1.586280122,1.723846052,0.067237214,4.569963555
1000000000,64,16,4,1,few-unique,radix,bin,1,yes,yes,0.211457051,1.684603953,0.211343709,0.000131182,1.637622628,1.599864144,0.069038283,4.448612061
1000000000,64,16,4,1,uniform,radix,bin,1,yes,yes,0.223449526,1.670074827,0.206880386,0.000133992,2.491198567,3.266946972,0.044662706,6.064826930
1000000000,64,16,4,1,skewed,radix,bin,1,yes,yes,0.316415949,1.646788887,0.201013821,0.000124542,1.721109457,1.732899349,0.045139325,4.683678766
1000000000,64,16,4,1,few-unique,radix,bin,1,yes,yes,0.210161080,1.636858286,0.118076772,0.000125382,1.525967562,1.604272826,0.081317233,4.370865666
1000000000,64,16,4,1,uniform,radix,bin,1,yes,yes,0.223862703,1.665708705,0.231745961,0.000127432,2.556933367,3.325978573,0.046850222,6.158842391
1000000000,64,16,4,1,skewed,radix,bin,1,yes,yes,0.314535718,1.676090154,0.221106978,0.000125742,1.631515620,1.717021080,0.059980736,4.590772154
1000000000,64,16,4,1,few-unique,radix,bin,1,yes,yes,0.210702428,1.872999819,0.259886929,0.000130222,1.570373953,1.578683490,0.085565113,4.380848078
